"id";"prec";"hfp";"forest";"area";"bioreg";"Var1";"Var2";"Ss";"Ce";"Cc";"Vv"
"232";470,545031055901;5,53333333333333;0,252125138442367;35,5601298931141;"3";3236,75226571658;2033,2830248;70;2;26;30
"233";459,21875;1,33333333333333;0,311113355198358;21,5294041386466;"2";3239,81189457651;2094,78621288943;22;4;18;14
"234";456,683426238537;9,01112062419679;0,403655333139942;272,744720717292;"2";3236,89469169937;2052,59780741975;339;54;152;187
"235";473,910372960373;5,93250171436896;0,371775452993206;61,991587695131;"2";3243,2626746769;2043,89009608366;175;55;54;92
"236";423,470588235294;11,75;0,241398191086345;22,4656336501766;"2";3237,51937077464;2074,79292514512;21;0;61;45
"237";530,404255319149;2,24137931034483;0,41749487307475;29,7014463060613;"2";3224,46144736464;2098,34592215246;45;0;48;20
"238";405,267482517483;32,6153846153846;0,097989874002872;26,1084873838663;"3";3202,13182498712;2046,0045232012;39;0;33;17
"239";504,400695134062;6,98423423423424;0,174766637702583;60,241993882802;"2";3337,02096763821;2050,06999265965;70;48;38;65
"240";470,513888888889;1,08695652173913;0,663887427291936;44,3190150705453;"2";3202,88289106939;2094,54419652866;58;0;18;9
"241";582,843869731801;5,34722222222222;0,310424263156099;53,8800090623759;"2";3220,68695149219;2114,19914139605;45;1;66;59
"242";530,065047021944;6,42260442260442;0,539102636981367;58,1886263910192;"2";3266,1434819439;2053,92599678321;104;114;61;11
"243";614,35480850795;5,73360472541507;0,429394799037498;118,051528090329;"2";3207,02551234329;2111,54516601392;110;0;93;64
"244";401,619047619048;14,0666666666667;0,123859403048603;13,840590939114;"3";3218,32140347242;2059,41557686953;10;5;20;10
"245";659,173514173514;3,35041721563461;0,551379601738275;102,963040430777;"2";3195,08263631156;2102,01077133217;101;7;35;6
"246";384,785714285714;8,42105263157895;0,354396140207038;19,280127347006;"3";3195,66397670744;2071,82586431043;80;0;54;20
"247";390,823232323232;18,7898039215686;0,140215847546222;40,6529460738475;"3";3189,39688254268;2059,75064789361;90;0;38;45
"248";425,941176470588;7,5;0,421820597832694;11,793586995982;"3";3229,37081480882;2068,94451289665;16;4;25;13
"249";437,428571428571;7,875;0,178945795854642;14,5933125185913;"3";3224,93073390561;2050,26700465161;14;0;10;2
"250";460,074074074074;6,16666666666667;0,449823927548197;18,0299854136767;"2";3244,80294423989;2072,77612927089;17;4;28;12
